"artist","song","first_app","first_year","last_app","last_year","weeks","highest_spot","lowest_spot","length_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","spotify_track_popularity"
"Post Malone","Go Flex",2016-05-14,2016,2017-12-16,2017,11,76,100,179613,0.665,0.498,5,-8.185,1,0.0831,0.228,0,0.0757,0.127,81.967,4,81
"Wiz Khalifa & Iggy Azalea","Go Hard Or Go Home",2015-03-07,2015,2015-04-25,2015,2,86,100,232772,0.651,0.741,4,-5.067,0,0.0408,0.00293,1.2e-05,0.217,0.386,168.02,4,62
"Big Sean & Metro Boomin Featuring Travis Scott","Go Legend",2017-12-30,2017,2017-12-30,2017,1,67,67,268946,0.656,0.564,1,-8.925,0,0.0883,0.0167,1.39e-06,0.165,0.25,150.014,4,65
"YG, Tyga & Jon Z","Go Loko",2019-05-18,2019,2019-09-21,2019,19,49,98,299226,0.88,0.67,2,-5.188,1,0.0429,0.299,5.08e-06,0.0677,0.142,100.995,4,79
"YG, Tyga & Jon Z","Go Loko",2019-05-18,2019,2019-09-21,2019,19,49,98,299226,0.88,0.67,2,-5.188,1,0.0429,0.299,5.08e-06,0.0677,0.142,100.995,4,80
"Ariana Grande","God Is A Woman",2018-07-28,2018,2018-12-22,2018,22,8,50,213068,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,4,62
"Kanye West","God Is",2019-11-09,2019,2019-11-09,2019,1,36,36,104591,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,4,87
"Kanye West","God Is",2019-11-09,2019,2019-11-09,2019,1,36,36,104591,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,4,87
"RaeLynn","God Made Girls",2014-11-08,2014,2015-02-21,2015,16,61,98,215013,0.488,0.917,3,-2.939,1,0.0291,0.0897,3.25e-06,0.135,0.772,156.053,4,56
"for KING & COUNTRY","God Only Knows",2019-09-14,2019,2019-09-14,2019,1,94,94,229760,0.597,0.417,2,-7.952,1,0.0502,0.395,8.35e-06,0.128,0.263,143.839,4,65
"Jordan Smith & Adam Levine","God Only Knows",2016-01-02,2016,2016-01-02,2016,1,90,90,168560,0.538,0.573,6,-3.628,0,0.03,0.434,0,0.109,0.597,117.942,4,34
"Keith Urban","God Whispered Your Name",2020-05-02,2020,2020-09-12,2020,20,60,97,232165,0.594,0.6,2,-6.712,1,0.0498,0.306,0,0.149,0.5,145.967,4,63
"Florida Georgia Line Featuring Backstreet Boys","God, Your Mama, And Me",2017-03-18,2017,2017-08-19,2017,19,46,95,183413,0.439,0.802,7,-3.644,1,0.054,0.333,0,0.377,0.725,168.032,4,67
"Kendrick Lamar","God.",2017-05-06,2017,2017-05-13,2017,2,58,96,248826,0.706,0.557,0,-5.8,1,0.0813,0.0347,0,0.276,0.205,132.98,4,65
"Blake Shelton","God's Country",2019-04-13,2019,2019-09-14,2019,23,17,59,205106,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,4,77
"Blake Shelton","God's Country",2019-04-13,2019,2019-09-14,2019,23,17,59,205106,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,4,78
"Drake","God's Plan",2018-02-03,2018,2018-10-06,2018,36,1,45,198973,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4,87
"Meek Mill Featuring Drake","Going Bad",2018-12-15,2018,2019-08-24,2019,37,6,48,180522,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,4,86
"Meek Mill Featuring Drake","Going Bad",2018-12-15,2018,2019-08-24,2019,37,6,48,180522,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,4,87
"XXXTENTACION","Going Down!",2018-03-31,2018,2018-03-31,2018,1,95,95,115194,0.873,0.663,1,-4.086,1,0.15,0.0216,0.000356,0.0867,0.525,135.499,4,70
"Rick Ross Featuring Drake","Gold Roses",2019-08-10,2019,2019-08-24,2019,3,39,73,345160,0.581,0.642,1,-5.318,1,0.407,0.0519,0,0.183,0.536,80.142,4,70
"Taylor Swift","Gold Rush",2020-12-26,2020,2020-12-26,2020,1,40,40,185320,0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,4,73
"Harry Styles","Golden",2019-12-28,2019,2021-03-20,2021,20,57,95,208906,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,4,85
"Kiiara","Gold",2016-06-11,2016,2016-12-10,2016,27,13,96,225882,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,5,71
"Rod Wave","Gone Till November",2021-04-10,2021,2021-04-10,2021,1,61,61,161018,0.478,0.537,11,-8.378,0,0.111,0.248,0,0.271,0.384,82.902,4,67
"Andrew Jannakos","Gone Too Soon",2020-09-26,2020,2020-09-26,2020,1,65,65,169254,0.529,0.723,4,-6.022,0,0.035,0.0175,0,0.364,0.459,119.942,4,70
"Dierks Bentley","Gone",2021-03-13,2021,2021-05-29,2021,10,59,99,205960,0.521,0.746,6,-6.173,1,0.0351,0.00985,0,0.0741,0.473,149.977,4,75
"Jason Aldean","Gonna Know We Were Here",2014-10-04,2014,2016-02-13,2016,16,54,93,224066,0.447,0.896,9,-5.57,1,0.173,0.0339,0,0.882,0.533,173.852,4,56
"Chase Rice","Gonna Wanna Tonight",2015-08-29,2015,2015-11-14,2015,12,67,98,214949,0.584,0.79,2,-6.544,1,0.0412,0.0444,4.22e-05,0.0734,0.691,123.961,4,58
"Blake Shelton","Gonna",2015-10-03,2015,2016-01-30,2016,18,54,97,182946,0.667,0.886,4,-5.12,1,0.0387,0.0265,0,0.0759,0.948,146.076,4,54
"6ix9ine","Gooba",2020-05-23,2020,2020-07-25,2020,10,3,100,132303,0.611,0.688,1,-5.688,1,0.341,0.0264,0,0.251,0.393,178.462,4,73
"Olivia Rodrigo","Good 4 U",2021-05-29,2021,2021-05-29,2021,1,1,1,178147,0.556,0.661,6,-5.052,0,0.204,0.3,0,0.101,0.668,168.56,4,95
"Lizzo","Good As Hell",2019-09-07,2019,2020-03-28,2020,30,3,52,159735,0.682,0.919,0,-3.18,0,0.0875,0.256,0,0.442,0.535,95.982,4,84
"Kane Brown","Good As You",2019-03-09,2019,2019-07-20,2019,20,36,95,192053,0.634,0.516,8,-6.05,1,0.0373,0.4,0,0.142,0.769,153.831,4,75
"Kane Brown","Good As You",2019-03-09,2019,2019-07-20,2019,20,36,95,192053,0.634,0.516,8,-6.05,1,0.0373,0.4,0,0.142,0.769,153.831,4,76
"SZA","Good Days",2021-01-09,2021,2021-05-22,2021,20,9,54,279204,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,4,89
"Selena Gomez Featuring A$AP Rocky","Good For You",2015-07-11,2015,2016-01-02,2016,26,5,43,221280,0.607,0.673,5,-6.484,0,0.0611,0.181,0,0.069,0.215,88.952,4,65
"Nicki Minaj Featuring Lil Wayne","Good Form",2018-12-15,2018,2019-01-26,2019,6,60,94,199400,0.88,0.775,7,-5.133,1,0.0952,0.113,0.00264,0.0943,0.284,96.507,4,65
"Dustin Lynch","Good Girl",2018-11-24,2018,2019-03-02,2019,15,44,97,189533,0.711,0.696,7,-5.05,1,0.0871,0.16,0,0.17,0.694,80.512,4,70
"Eminem Featuring Jessie Reyez","Good Guy",2018-09-15,2018,2018-09-15,2018,1,67,67,142192,0.696,0.634,9,-6.918,0,0.281,0.244,0,0.437,0.728,89.973,4,70
"G-Eazy & Kehlani","Good Life",2017-05-06,2017,2017-06-03,2017,5,59,90,225525,0.565,0.771,1,-5.22,1,0.213,0.00464,0,0.0568,0.573,168.385,4,62
"Ludacris Featuring Miguel","Good Lovin",2015-04-18,2015,2015-04-25,2015,2,91,97,223440,0.697,0.769,0,-5.441,1,0.218,0.291,1.05e-06,0.105,0.586,83.898,4,59
"Mac Miller","Good News",2020-01-25,2020,2020-02-15,2020,4,17,82,342040,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,4,76
"Macklemore Featuring Kesha","Good Old Days",2017-10-14,2017,2018-03-17,2018,19,48,72,240506,0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964,4,74
"Sage The Gemini Featuring Nick Jonas","Good Thing",2015-07-04,2015,2015-08-22,2015,8,75,100,227120,0.56,0.719,4,-6.243,0,0.109,0.0166,0,0.11,0.21,94.026,4,50
"Niko Moon","Good Time",2020-10-10,2020,2021-04-03,2021,25,20,96,214706,0.79,0.646,5,-5.878,1,0.0447,0.132,0,0.295,0.641,138.047,4,69
"Andy Grammer","Good To Be Alive (Hallelujah)",2016-01-02,2016,2016-03-05,2016,10,62,90,189098,0.797,0.896,5,-3.678,1,0.0512,0.0349,0,0.635,0.685,120.037,4,60
"Chris Janson","Good Vibes",2019-09-14,2019,2019-12-07,2019,13,48,92,165586,0.582,0.846,0,-2.771,1,0.0451,0.022,0,0.133,0.736,92.004,4,66
"Post Malone Featuring Young Thug","Goodbyes",2019-07-20,2019,2019-12-07,2019,21,3,41,174853,0.548,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150.068,4,91
"Who Is Fancy","Goodbye",2015-04-25,2015,2015-04-25,2015,1,98,98,206213,0.712,0.694,5,-6.621,1,0.0479,0.05,0.000377,0.0904,0.643,114.975,4,54
"Ariana Grande","Goodnight N Go",2018-09-01,2018,2018-09-01,2018,1,87,87,188787,0.708,0.454,1,-7.07,1,0.0395,0.0217,0,0.073,0.24,110.963,4,57
"Travis Scott","Goosebumps",2016-09-24,2016,2020-05-09,2020,35,32,100,243836,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,4,88
"Taylor Swift","Gorgeous",2017-11-11,2017,2017-12-02,2017,4,13,89,209680,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48e-06,0.213,0.451,92.027,4,67
"DaBaby Featuring Chance The Rapper, Gucci Mane & YK Osiris","GOSPEL",2019-10-12,2019,2019-10-12,2019,1,55,55,214893,0.676,0.664,8,-4.435,1,0.343,0.0387,0,0.0475,0.838,161.867,4,71
"Pop Smoke","Got It On Me",2020-07-18,2020,2020-09-26,2020,10,31,100,164579,0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834,4,79
"Jason Aldean","Got What I Got",2020-06-13,2020,2020-11-28,2020,25,16,78,178146,0.512,0.58,3,-6.658,0,0.029,0.621,1.72e-05,0.513,0.303,159.847,3,74
"2 Chainz Featuring Lil Wayne","Gotta Lotta",2016-03-26,2016,2016-03-26,2016,1,100,100,214720,0.681,0.608,7,-7.344,0,0.0504,0.00282,0,0.0869,0.177,81.969,4,52
"6ix9ine","Gotti",2018-04-28,2018,2018-04-28,2018,1,99,99,166851,0.728,0.584,10,-7.255,0,0.176,0.0524,0,0.0658,0.365,161.9,4,72
"Future","Government Official",2019-06-22,2019,2019-06-22,2019,1,99,99,150760,0.801,0.774,1,-5.125,1,0.157,0.0365,3.03e-06,0.114,0.321,144.988,4,60
"Drake Featuring Future","Grammys",2016-05-21,2016,2016-07-16,2016,9,38,93,220426,0.711,0.441,1,-9.516,1,0.466,0.00201,2.59e-06,0.08,0.115,145.198,4,62
"Chris Brown","Grass Ain't Greener",2016-09-17,2016,2016-10-08,2016,4,71,96,201421,0.644,0.601,10,-5.097,0,0.0496,0.388,0,0.0884,0.518,133.946,4,62
"Halsey","Graveyard",2019-09-28,2019,2020-02-08,2020,20,34,64,181805,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,4,89
"Jordan Smith","Great Is Thy Faithfulness",2015-12-05,2015,2015-12-05,2015,1,30,30,214146,0.301,0.379,7,-6.29,1,0.0292,0.919,9.15e-05,0.191,0.335,83.828,3,40
"LANCO","Greatest Love Story",2017-09-23,2017,2018-02-03,2018,20,45,86,222573,0.671,0.617,10,-8.72,1,0.0561,0.401,0,0.119,0.62,147.986,4,74
"Eminem","Greatest",2018-09-15,2018,2018-09-22,2018,2,23,84,226937,0.809,0.737,1,-5.186,1,0.108,0.0441,0,0.341,0.367,80.025,4,74
"Lorde","Green Light",2017-03-18,2017,2017-05-13,2017,9,19,100,234652,0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,4,74
"Pitbull Featuring Flo Rida & LunchMoney Lewis","Greenlight",2016-11-12,2016,2016-12-10,2016,4,95,97,244173,0.695,0.837,1,-5.617,0,0.281,0.245,0,0.367,0.639,115.067,4,60
"Alessia Cara","Growing Pains",2018-07-14,2018,2018-09-01,2018,8,65,99,193680,0.353,0.755,1,-6.276,0,0.733,0.0822,0,0.39,0.437,191.153,4,60
"XXXTENTACION","Guardian Angel",2018-12-22,2018,2018-12-22,2018,1,48,48,108034,0.712,0.374,0,-10.215,0,0.511,0.795,0,0.187,0.779,133.952,4,69
"Bhad Bhabie Featuring Lil Yachty","Gucci Flip Flops",2018-05-19,2018,2018-06-02,2018,3,79,96,151850,0.82,0.603,8,-7.18,1,0.308,0.0351,0.0159,0.122,0.177,159.976,4,72
"Lil Pump","Gucci Gang",2017-09-30,2017,2018-03-03,2018,23,3,81,124055,0.936,0.523,5,-6.71,1,0.0597,0.239,0,0.117,0.699,119.889,4,76
"6ix9ine","Gummo",2017-12-02,2017,2018-04-07,2018,19,12,63,157643,0.66,0.775,2,-4.926,1,0.172,0.0553,0,0.129,0.635,157.036,4,71
"21 Savage","Gun Smoke",2019-01-05,2019,2019-01-05,2019,1,93,93,167410,0.809,0.461,10,-5.677,0,0.0907,0.000832,4.43e-05,0.143,0.325,85.992,4,61
"Hey Violet","Guys My Age",2017-02-11,2017,2017-03-11,2017,5,68,87,213694,0.69,0.663,8,-5.248,0,0.0352,0.106,0,0.0659,0.285,122.041,4,65
"Drake","Gyalchester",2017-04-08,2017,2017-07-01,2017,11,29,98,189229,0.872,0.389,1,-8.343,1,0.0634,0.0343,0.000679,0.0941,0.156,131.012,4,71
"Tove Lo","Habits (Stay High)",2014-06-14,2014,2015-03-07,2015,39,3,73,209160,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,4,69
"Justin Bieber","Habitual",2020-02-29,2020,2020-02-29,2020,1,98,98,168200,0.764,0.443,4,-6.625,1,0.0439,0.52,1.96e-05,0.0749,0.63,138.999,4,64
"Bad Bunny","Haciendo Que Me Amas",2020-12-12,2020,2020-12-12,2020,1,72,72,217768,0.584,0.411,10,-7.147,0,0.0838,0.869,4.47e-05,0.0955,0.412,169.934,4,80
"Big Sean","Halfway Off The Balcony",2017-02-25,2017,2017-02-25,2017,1,74,74,230960,0.529,0.809,8,-6.554,1,0.269,0.36,0,0.242,0.136,125.285,4,55
"Jordan Smith","Hallelujah",2015-12-19,2015,2015-12-19,2015,1,61,61,189093,0.191,0.369,2,-6.784,1,0.0272,0.816,0,0.123,0.148,89.822,3,46
"Leonard Cohen","Hallelujah",2016-12-03,2016,2016-12-03,2016,1,59,59,277160,0.28,0.344,0,-12.577,1,0.0293,0.715,0.00642,0.133,0.232,171.143,3,67
"Lindsey Stirling","Hallelujah",2016-01-09,2016,2016-01-09,2016,1,81,81,198093,0.155,0.324,2,-10.15,1,0.0393,0.836,0.0637,0.0785,0.0776,177.201,3,57
"Panic! At The Disco","Hallelujah",2015-05-09,2015,2015-05-09,2015,1,40,40,180626,0.578,0.886,11,-4.348,1,0.0633,0.011,0,0.143,0.615,80.008,4,67
"Pentatonix","Hallelujah",2016-11-12,2016,2017-01-21,2017,11,23,84,268960,0.364,0.378,7,-7.381,0,0.0331,0.47,0,0.339,0.366,89.918,3,77
"Jordan Smith","Halo",2015-11-28,2015,2015-11-28,2015,1,88,88,228240,0.412,0.443,6,-5.939,1,0.0281,0.879,2.28e-05,0.133,0.171,147.607,4,40
"Mac Miller","Hand Me Downs",2020-02-01,2020,2020-02-01,2020,1,64,64,298440,0.677,0.33,2,-11.198,1,0.149,0.474,0.000871,0.064,0.336,68.985,4,65
"Fitz And The Tantrums","HandClap",2016-10-15,2016,2017-02-25,2017,20,53,89,193253,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,4,68
"YG Featuring A$AP Rocky","Handgun",2018-08-11,2018,2018-08-18,2018,2,98,99,215533,0.843,0.546,8,-7.714,1,0.464,0.0195,0,0.374,0.427,159.104,4,59
"Kanye West Featuring Fred Hammond","Hands On",2019-11-09,2019,2019-11-09,2019,1,60,60,203174,0.514,0.393,1,-8.72,0,0.529,0.558,0,0.282,0.598,78.039,4,73
"Selena Gomez","Hands To Myself",2015-12-26,2015,2016-05-07,2016,20,7,77,200680,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44e-06,0.342,0.466,111.016,4,68
"Chris Young","Hangin' On",2018-09-15,2018,2018-12-08,2018,13,63,97,185440,0.434,0.831,8,-4.774,1,0.0453,0.0651,0,0.119,0.596,156.034,4,69
"Ed Sheeran","Happier",2017-03-25,2017,2017-04-01,2017,2,59,94,207520,0.522,0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792,4,84
"Marshmello & Bastille","Happier",2018-09-01,2018,2019-08-24,2019,52,2,63,214289,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,4,90
"Marshmello & Bastille","Happier",2018-09-01,2018,2019-08-24,2019,52,2,63,214289,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,4,90
"Taylor Swift","Happiness",2020-12-26,2020,2020-12-26,2020,1,52,52,315146,0.559,0.334,11,-10.733,1,0.0376,0.87,0,0.114,0.211,122.079,4,68
"Kenny Chesney","Happy Does",2020-10-31,2020,2021-02-27,2021,14,47,98,168733,0.715,0.665,6,-5.486,1,0.0383,0.3,0,0.123,0.597,109.018,4,64
"Andy Williams","Happy Holiday / The Holiday Season",2019-12-14,2019,2021-01-02,2021,8,18,47,156866,0.505,0.451,9,-10.193,0,0.0329,0.727,0,0.233,0.744,74.347,4,72
"Zedd & Elley Duhe","Happy Now",2018-09-08,2018,2018-09-08,2018,1,90,90,207029,0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,3,81
"John & Yoko/The Plastic Ono Band With The Harlem Community Choir","Happy Xmas (War Is Over)",2018-12-29,2018,2019-01-05,2019,2,42,45,213880,0.328,0.607,2,-11.076,1,0.0315,0.319,0,0.765,0.395,146.539,3,90
"John Legend","Happy Xmas (War Is Over)",2020-01-04,2020,2020-01-04,2020,1,69,69,210786,0.183,0.664,2,-4.383,1,0.042,0.148,2.12e-06,0.919,0.4,179.825,3,26
"Brantley Gilbert","Hard Days",2020-06-20,2020,2020-06-20,2020,1,95,95,178419,0.308,0.616,8,-6.947,1,0.0363,0.0344,4.01e-06,0.102,0.41,72.273,4,57
"Paramore","Hard Times",2017-05-13,2017,2017-05-13,2017,1,90,90,182693,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,4,73
"Future","Hard To Choose One",2020-05-30,2020,2020-05-30,2020,1,68,68,193656,0.884,0.436,10,-9.922,1,0.255,0.011,0,0.101,0.254,119.013,4,59
"Sam Hunt","Hard To Forget",2020-04-11,2020,2020-08-22,2020,20,26,91,204760,0.689,0.689,4,-5.517,1,0.045,0.23,0,0.57,0.664,130.069,4,71
"The Weeknd","Hardest To Love",2020-04-04,2020,2020-04-04,2020,1,25,25,211400,0.467,0.608,10,-7.847,1,0.0707,0.0909,8.83e-05,0.125,0.108,80.957,4,69
"Ellie Goulding & Juice WRLD","Hate Me",2019-08-03,2019,2020-01-04,2020,20,56,89,186223,0.657,0.768,8,-4.628,1,0.0507,0.108,0,0.144,0.759,75.025,4,89
"Trippie Redd Featuring YoungBoy Never Broke Again","Hate Me",2019-12-07,2019,2019-12-07,2019,1,84,84,144770,0.872,0.48,10,-7.184,1,0.0664,0.406,0,0.109,0.61,121.013,4,76
"Olivia O'Brien","Hate U Love U",2017-01-14,2017,2017-01-14,2017,1,99,99,175466,0.401,0.398,6,-8.993,0,0.183,0.71,0,0.0962,0.265,180.293,4,80
"Camila Cabello Featuring Young Thug","Havana",2017-08-26,2017,2018-07-07,2018,45,1,99,217306,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,4,86
"Jason Mraz","Have It All",2018-08-25,2018,2018-08-25,2018,1,90,90,226106,0.643,0.638,1,-4.947,0,0.0407,0.204,0,0.0707,0.6,82.001,4,69
"Michael Buble","Have Yourself A Merry Little Christmas",2021-01-02,2021,2021-01-02,2021,1,49,49,230306,0.275,0.276,9,-11.395,1,0.0321,0.602,0.00167,0.121,0.195,68.764,3,37
"Avril Lavigne","Head Above Water",2018-10-06,2018,2018-10-13,2018,2,64,93,220850,0.578,0.694,5,-5.351,1,0.0706,0.0112,0,0.102,0.268,129.921,4,74
"Jon Pardi","Head Over Boots",2016-03-19,2016,2016-08-27,2016,24,51,98,202346,0.557,0.676,7,-4.457,1,0.027,0.0661,0,0.0871,0.678,108.016,4,73
"Lil Tjay, Polo G & Fivio Foreign","Headshot",2021-04-03,2021,2021-05-22,2021,8,42,99,144349,0.808,0.639,1,-7.266,0,0.279,0.0802,0,0.15,0.395,118,4,85
"Juice WRLD","Hear Me Calling",2019-03-16,2019,2019-04-06,2019,4,38,86,189977,0.699,0.687,7,-3.997,0,0.106,0.308,3.63e-05,0.121,0.499,88.932,4,82
"Rod Wave","Heart On Ice",2019-11-23,2019,2020-05-23,2020,27,25,72,159669,0.733,0.389,10,-8.468,0,0.0738,0.0513,0,0.141,0.244,157.878,3,81
"Jon Pardi","Heartache Medication",2019-10-12,2019,2020-02-22,2020,20,42,95,209109,0.621,0.791,9,-3.343,1,0.0265,0.0361,0,0.143,0.734,95.075,4,73
"Jon Pardi","Heartache On The Dance Floor",2017-07-22,2017,2017-11-18,2017,18,47,96,205200,0.594,0.824,9,-4.252,1,0.0458,0.0617,0,0.0861,0.671,116.005,4,73
"Kelly Clarkson","Heartbeat Song",2015-01-31,2015,2015-06-13,2015,20,21,72,198733,0.49,0.798,6,-3.66,1,0.0489,0.0137,0,0.0627,0.479,149.109,4,69
"Carrie Underwood","Heartbeat",2016-01-23,2016,2016-04-23,2016,14,42,95,209920,0.54,0.766,1,-4.478,1,0.05,0.606,0,0.0903,0.435,139.999,4,64
"Giveon","Heartbreak Anniversary",2021-02-27,2021,2021-05-29,2021,14,17,74,198370,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,3,92
"The Weeknd","Heartless",2019-12-07,2019,2020-05-09,2020,23,1,39,200080,0.531,0.75,10,-5.831,0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,4,93
"Ed Sheeran","Hearts Don't Break Around Here",2017-03-25,2017,2017-03-25,2017,1,93,93,248413,0.604,0.366,7,-7.881,1,0.0267,0.719,0,0.162,0.181,105.177,3,71
"Glass Animals","Heat Waves",2021-01-16,2021,2021-05-29,2021,18,33,100,238805,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,84
"Chris Brown Featuring Gunna","Heat",2019-09-14,2019,2020-01-25,2020,20,36,77,232733,0.62,0.613,0,-5.83,1,0.0795,0.0607,0,0.117,0.483,82.43,4,78
"twenty one pilots","Heathens",2016-07-09,2016,2017-04-01,2017,39,2,45,195920,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4,82
"Conan Gray","Heather",2020-08-29,2020,2020-12-19,2020,15,46,95,198040,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,3,87
"Lil Baby & Gunna","Heatin Up",2020-03-14,2020,2020-05-16,2020,7,18,96,177314,0.788,0.436,1,-9.435,1,0.364,0.0612,0,0.0979,0.341,129.848,4,6
"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande","Heatstroke",2017-04-22,2017,2017-04-22,2017,1,96,96,229160,0.784,0.728,0,-4.549,0,0.0539,0.34,0,0.222,0.713,110.165,4,59
"Kid Cudi","Heaven On Earth",2020-12-26,2020,2020-12-26,2020,1,85,85,201093,0.786,0.61,0,-6.736,1,0.0558,0.379,0.00082,0.0765,0.228,130.036,4,62
"Avicii","Heaven",2019-06-22,2019,2019-06-22,2019,1,83,83,277261,0.592,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.011,4,82
"Kane Brown","Heaven",2017-10-28,2017,2018-07-07,2018,27,15,82,179506,0.677,0.556,9,-6.544,1,0.0306,0.263,0,0.105,0.521,80.009,4,78
"Meek Mill","Heavy Heart",2017-08-12,2017,2017-08-12,2017,1,99,99,250466,0.472,0.695,10,-5.008,0,0.443,0.239,0,0.0942,0.351,73.031,3,47
"Linkin Park Featuring Kiiara","Heavy",2017-03-11,2017,2017-08-19,2017,19,45,96,169800,0.59,0.671,9,-6.098,1,0.0706,0.0484,0,0.0604,0.438,149.982,4,71
"Sia","Helium",2017-03-04,2017,2017-03-04,2017,1,71,71,252320,0.435,0.401,4,-6.721,1,0.0301,0.51,0,0.077,0.133,136.837,4,70
"Dustin Lynch","Hell Of A Night",2015-06-20,2015,2015-10-03,2015,16,55,99,190426,0.499,0.797,2,-4.845,1,0.0402,0.00472,0,0.297,0.591,85.054,4,58
"Eric Church","Hell Of A View",2021-01-16,2021,2021-05-29,2021,19,28,99,175280,0.689,0.582,5,-6.778,1,0.0236,0.119,0.00464,0.101,0.883,99.021,4,75
"Blake Shelton Featuring Trace Adkins","Hell Right",2019-11-30,2019,2019-11-30,2019,1,99,99,207480,0.551,0.821,7,-6.16,1,0.0453,0.0915,4.03e-06,0.155,0.519,75.979,4,73
"Flo Rida Featuring Jason Derulo","Hello Friday",2016-03-19,2016,2016-03-19,2016,1,79,79,201237,0.768,0.881,9,-4.392,0,0.113,0.0188,3.65e-06,0.298,0.502,99.98,4,54
"Adele","Hello",2015-11-14,2015,2016-05-07,2016,26,1,36,295493,0.481,0.451,5,-6.095,0,0.0347,0.336,0,0.0872,0.289,157.966,4,73
"Kenny Chesney","Here And Now",2020-04-18,2020,2020-07-25,2020,15,38,96,171493,0.506,0.813,9,-3.575,1,0.0532,0.0505,0,0.12,0.706,147.996,4,62
"Gene Autry","Here Comes Santa Claus (Down Santa Claus Lane)",2018-12-22,2018,2018-12-29,2018,2,35,40,150266,0.834,0.372,1,-11.99,1,0.0358,0.799,0,0.275,0.976,96.628,4,80
"Gene Autry","Here Comes Santa Claus (Right Down Santa Claus Lane)",2019-01-05,2019,2021-01-02,2021,8,26,69,150266,0.834,0.372,1,-11.99,1,0.0358,0.799,0,0.275,0.976,96.628,4,78
"Gene Autry","Here Comes Santa Claus (Right Down Santa Claus Lane)",2019-01-05,2019,2021-01-02,2021,8,26,69,150266,0.834,0.372,1,-11.99,1,0.0358,0.799,0,0.275,0.976,96.628,4,80
"Brett Young","Here Tonight",2019-01-12,2019,2019-06-01,2019,20,42,98,216533,0.517,0.776,11,-5.271,1,0.0362,0.0144,0,0.113,0.448,96.002,4,69
"Marshmello Featuring CHVRCHES","Here With Me",2019-03-23,2019,2019-07-06,2019,16,31,87,156346,0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,4,84
"Marshmello Featuring CHVRCHES","Here With Me",2019-03-23,2019,2019-07-06,2019,16,31,87,156346,0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,4,85
"Alessia Cara","Here",2015-08-22,2015,2016-04-09,2016,34,5,95,199453,0.376,0.821,0,-3.974,1,0.104,0.0785,0,0.0823,0.331,120.462,4,67
