District,School,Subject,2018%,2019%,2022%,2023%
McDowell County Schools,McDowell Academy for Innovation,English II,NA,62.5,65.6,93.8
McDowell County Schools,McDowell High School,Biology,NA,58.6,46.9,37.3
McDowell County Schools,McDowell High School,English II,NA,64.2,47.5,46.3
McDowell County Schools,Nebo Elementary School,Reading Grade 3-8,NA,62,46.8,39.8
McDowell County Schools,Nebo Elementary School,Science Grade 5&8,NA,80,69.5,64.9
McDowell County Schools,North Cove Elementary School,Reading Grade 3-8,NA,60.3,46.5,52
McDowell County Schools,North Cove Elementary School,Science Grade 5&8,NA,80.9,47.8,73
McDowell County Schools,Old Fort Elementary School,Reading Grade 3-8,NA,63.8,56.6,60.3
McDowell County Schools,Old Fort Elementary School,Science Grade 5&8,NA,90.7,67.3,81
McDowell County Schools,Pleasant Gardens Elementary School,Reading Grade 3-8,NA,59,42,39.2
McDowell County Schools,Pleasant Gardens Elementary School,Science Grade 5&8,NA,83.1,57.1,68.8
McDowell County Schools,West Marion Elementary School,Reading Grade 3-8,NA,52.9,38.5,45.7
McDowell County Schools,West Marion Elementary School,Science Grade 5&8,NA,72.3,50.8,71.4
McDowell County Schools,West McDowell Middle School,Reading Grade 3-8,NA,56.2,45.3,45.6
McDowell County Schools,West McDowell Middle School,Science Grade 5&8,NA,77.8,72.6,67.1
McDowell County Schools,Foothills Community School,Reading Grade 3-8,NA,69.9,66.5,67.9
McDowell County Schools,Foothills Community School,Science Grade 5&8,NA,93.9,85.7,94.4
Charlotte-Mecklenburg Schools,Charlotte East Language Academy,Reading Grade 3-8,NA,30.8,22.1,31.1
Charlotte-Mecklenburg Schools,Dilworth Elementary School Latta Campus,Reading Grade 3-8,NA,70.3,74.3,77.4
Charlotte-Mecklenburg Schools,Dilworth Elementary School Latta Campus,Science Grade 5&8,NA,77.2,80,83.9
Charlotte-Mecklenburg Schools,Hawthorne Academy of Health Sciences,Biology,NA,64.3,51.3,53.8
Charlotte-Mecklenburg Schools,Hawthorne Academy of Health Sciences,English II,NA,65.8,52.4,63.9
Charlotte-Mecklenburg Schools,Bruns Avenue Elementary,Reading Grade 3-8,NA,14.5,12.9,19.6
Charlotte-Mecklenburg Schools,Bruns Avenue Elementary,Science Grade 5&8,NA,50,57.9,23
Charlotte-Mecklenburg Schools,Charlotte Teacher Early College,English II,NA,87.8,71.4,80.4
Charlotte-Mecklenburg Schools,Wilson STEM Academy,Reading Grade 3-8,NA,22.7,27.7,27.3
Charlotte-Mecklenburg Schools,Wilson STEM Academy,Science Grade 5&8,NA,56,52,50.7
Charlotte-Mecklenburg Schools,Villa Heights Elementary,Reading Grade 3-8,NA,37.2,42,35.6
Montgomery County Schools,Montgomery Learning Academy,Biology,NA,2.5,5.3,6.9
Montgomery County Schools,Montgomery Learning Academy,English II,NA,14.3,12.5,9.5
New Hanover County Schools,SEA-Tech,Biology,NA,84.1,44.4,77.3
New Hanover County Schools,SEA-Tech,English II,NA,97.5,72.9,64.5
Onslow County Schools,Heritage Elementary School,Reading Grade 3-8,NA,48.8,44.4,48.4
Onslow County Schools,Heritage Elementary School,Science Grade 5&8,NA,73,63.2,61
Chapel Hill-Carrboro Schools,Phoenix Academy High,Biology,NA,25,40,20
Pasquotank County Schools,Elizabeth City Pasquotank Early College,Biology,NA,70.3,57.9,75.7
Pender County Schools,Surf City Elementary,Reading Grade 3-8,NA,71.3,65.3,63.7
Pender County Schools,Surf City Elementary,Science Grade 5&8,NA,85.5,85.5,84.4
Pender County Schools,Surf City Middle,Reading Grade 3-8,NA,68.9,62.1,62.1
Pender County Schools,Surf City Middle,Science Grade 5&8,NA,84.6,88.8,86.7
Pitt County Schools,Innovation Early College High,Biology,NA,94.7,90.7,94.8
Polk County Schools,Polk County Early College,Biology,NA,88.9,73.7,70
Randolph County Schools,Uwharrie Ridge Six-Twelve,Biology,NA,42.4,27.5,37
Randolph County Schools,Uwharrie Ridge Six-Twelve,English II,NA,39.6,46.5,46.5
Richmond County Schools,Ashley Chapel Educational Center,Science Grade 5&8,NA,20,8.3,14.3
Richmond County Schools,Ashley Chapel Educational Center,Biology,NA,16.7,10.5,6.3
Rockingham County Schools,John W Dillard Academy,Reading Grade 3-8,NA,55.2,34.4,29.4
Rockingham County Schools,John W Dillard Academy,Science Grade 5&8,NA,70.2,77.4,70
Rowan-Salisbury Schools,West Rowan Elementary,Reading Grade 3-8,NA,57.4,42.6,39.2
Rowan-Salisbury Schools,West Rowan Elementary,Science Grade 5&8,NA,79.8,60,56
Stokes County Schools,Meadowbrook Academy,Biology,NA,5,5.6,2.5
Union County Public Schools,South Providence,Science Grade 5&8,NA,11.1,22.2,13.3
Vance County Schools,Vance County Middle School,Reading Grade 3-8,NA,36.2,23.3,24.8
Vance County Schools,Vance County Middle School,Science Grade 5&8,NA,54.7,40.3,37.3
Vance County Schools,AdVance Academy,Reading Grade 3-8,NA,15.2,5.9,6.7
Vance County Schools,Vance County High School,Biology,NA,49.4,32.9,14.9
Vance County Schools,Vance County High School,English II,NA,33.3,32.4,25.9
Wake County Schools,Apex Friendship Middle,Reading Grade 3-8,NA,83.1,76.1,81.7
Wake County Schools,Apex Friendship Middle,Science Grade 5&8,NA,93,94.5,94.2
Wake County Schools,Bryan Road Elementary,Reading Grade 3-8,NA,56,59.9,60.6
Wake County Schools,Bryan Road Elementary,Science Grade 5&8,NA,67.9,73.8,72.7
Wake County Schools,Buckhorn Creek Elementary,Reading Grade 3-8,NA,62.4,62.9,65
Wake County Schools,Buckhorn Creek Elementary,Science Grade 5&8,NA,58.3,69.5,81.6
Wake County Schools,Moore Square Middle,Reading Grade 3-8,NA,68.2,73.6,74.3
Wake County Schools,Moore Square Middle,Science Grade 5&8,NA,82.6,80.9,83.6
Wake County Schools,SCORE Academy,Biology,NA,14.3,2.5,7.1
Wake County Schools,South Garner High,Biology,NA,44.6,53.2,42.6
Wake County Schools,South Garner High,English II,NA,42.1,49.1,47.7
Washington County Schools,Washington County High,Biology,NA,38,11.4,2.5
Washington County Schools,Washington County High,English II,NA,36.5,24.6,16.9
Washington County Schools,Washington County Middle,Reading Grade 3-8,NA,46.2,29.2,37
Washington County Schools,Washington County Middle,Science Grade 5&8,NA,69.3,43.3,44.4
Wayne County Public Schools,Grantham Elementary,Reading Grade 3-8,NA,61.7,50.3,58.2
Wilkes County Schools,Boomer-Ferguson Elementary School,Reading Grade 3-8,NA,60.7,37.7,35.6
Wilkes County Schools,Boomer-Ferguson Elementary School,Science Grade 5&8,NA,60,86.7,37.5
Wilkes County Schools,C B Eller Elementary School,Reading Grade 3-8,NA,72.3,67.2,58.3
Wilkes County Schools,C B Eller Elementary School,Science Grade 5&8,NA,88.2,78,87.5
Wilkes County Schools,C C Wright Elementary School,Reading Grade 3-8,NA,57.5,45.5,37.6
Wilkes County Schools,C C Wright Elementary School,Science Grade 5&8,NA,66.7,57.4,61.2
Wilkes County Schools,Central Wilkes Middle School,Reading Grade 3-8,NA,59.6,43.9,49.9
Wilkes County Schools,Central Wilkes Middle School,Science Grade 5&8,NA,78.7,60,73
Wilkes County Schools,East Wilkes High School,Biology,NA,53.3,47.9,59.8
Wilkes County Schools,East Wilkes High School,English II,NA,48.7,55.7,72.1
Wilkes County Schools,East Wilkes Middle School,Reading Grade 3-8,NA,60.7,58,52.3
Wilkes County Schools,East Wilkes Middle School,Science Grade 5&8,NA,85.6,85,82.6
Wilkes County Schools,Millers Creek Elementary School,Reading Grade 3-8,NA,57.5,56.9,56.5
Wilkes County Schools,Millers Creek Elementary School,Science Grade 5&8,NA,71.4,85.7,88.9
Wilkes County Schools,Moravian Falls Elementary School,Reading Grade 3-8,NA,68.9,79.8,77.6
Wilkes County Schools,Moravian Falls Elementary School,Science Grade 5&8,NA,86.1,90.6,84.6
Wilkes County Schools,Mount Pleasant Elementary School,Reading Grade 3-8,NA,65.7,53.5,64.3
Wilkes County Schools,Mount Pleasant Elementary School,Science Grade 5&8,NA,68.6,52.2,70.6
Wilkes County Schools,Mountain View Elementary School,Reading Grade 3-8,NA,50.8,49.7,43.5
Wilkes County Schools,Mountain View Elementary School,Science Grade 5&8,NA,78.2,56.1,84.1
Wilkes County Schools,Mulberry Elementary School,Reading Grade 3-8,NA,63.8,58.8,64.3
Wilkes County Schools,Mulberry Elementary School,Science Grade 5&8,NA,85.7,80.3,77.6
Wilkes County Schools,North Wilkes High School,Biology,NA,66.7,53.5,65.4
Wilkes County Schools,North Wilkes High School,English II,NA,49.1,47.6,64
Wilkes County Schools,North Wilkes Middle School,Reading Grade 3-8,NA,51.3,54.1,53.5
Wilkes County Schools,North Wilkes Middle School,Science Grade 5&8,NA,74.6,83.1,85.2
Wilkes County Schools,North Wilkesboro Elementary School,Reading Grade 3-8,NA,53.2,44.2,45.7
Wilkes County Schools,North Wilkesboro Elementary School,Science Grade 5&8,NA,82.5,79.1,69
Wilkes County Schools,Roaring River Elementary School,Reading Grade 3-8,NA,64.8,55.6,48.7
Wilkes County Schools,Roaring River Elementary School,Science Grade 5&8,NA,62.1,80,60
Wilkes County Schools,Ronda-Clingman Elementary School,Reading Grade 3-8,NA,63,62.9,55.6
Wilkes County Schools,Ronda-Clingman Elementary School,Science Grade 5&8,NA,73.3,84.4,82.6
Wilkes County Schools,Traphill Elementary School,Reading Grade 3-8,NA,64.7,46.7,46.3
Wilkes County Schools,West Wilkes High School,Biology,NA,73.2,63.9,47.8
Wilkes County Schools,West Wilkes High School,English II,NA,53.8,51.1,51.8
Wilkes County Schools,West Wilkes Middle School,Reading Grade 3-8,NA,62.7,55.6,54.5
Wilkes County Schools,West Wilkes Middle School,Science Grade 5&8,NA,87.2,83.6,83.9
Wilkes County Schools,Wilkes Central High School,Biology,NA,50.7,47.5,51.3
Wilkes County Schools,Wilkes Central High School,English II,NA,53.9,54,44.3
Wilkes County Schools,Wilkesboro Elementary School,Reading Grade 3-8,NA,58.1,55.8,59.4
Wilkes County Schools,Wilkesboro Elementary School,Science Grade 5&8,NA,80.3,77.2,70.2
Wilkes County Schools,Wilkes Early College High School,Biology,NA,94.3,94.8,97.5
Wilkes County Schools,Wilkes Early College High School,English II,NA,97.5,97.5,94.9
Wilson County Schools,Milton M Daniels Learning Center,Reading Grade 3-8,NA,2.5,13.3,14.3
Wilson County Schools,Milton M Daniels Learning Center,Science Grade 5&8,NA,11.1,31.9,17.2
Wilson County Schools,Frederick Douglass Elementary,Reading Grade 3-8,NA,61.4,44.9,53
Wilson County Schools,Frederick Douglass Elementary,Science Grade 5&8,NA,89.7,73.6,73.2
Lab Schools,Appalachian Academy at Middle Fork,Reading Grade 3-8,NA,28,19.7,22.8
Lab Schools,Appalachian Academy at Middle Fork,Science Grade 5&8,NA,39.6,22,36.6
Lab Schools,D.C. Virgo Preparatory Academy,Reading Grade 3-8,NA,27.4,13.4,12
Lab Schools,D.C. Virgo Preparatory Academy,Science Grade 5&8,NA,56.4,23.5,20.8
Lab Schools,ECU Community School,Reading Grade 3-8,NA,6.8,31.9,43.1
Lab Schools,ECU Community School,Science Grade 5&8,NA,57.1,50,81.8
Lab Schools,Moss Street Partnership School,Reading Grade 3-8,NA,15.1,16.2,21
Lab Schools,Moss Street Partnership School,Science Grade 5&8,NA,11.9,42.6,48.2
Charter Schools,North Carolina Cyber Academy,Reading Grade 3-8,NA,57.9,47.5,47.2
Charter Schools,North Carolina Cyber Academy,Science Grade 5&8,NA,63.7,60.9,57.1
Charter Schools,North Carolina Cyber Academy,Biology,NA,45.7,35,45.4
Charter Schools,North Carolina Cyber Academy,English II,NA,59.5,60.6,57
Charter Schools,Marjorie Williams Academy,Reading Grade 3-8,NA,30.3,57.4,63.2
Charter Schools,IC Imagine,Reading Grade 3-8,NA,71.1,53.1,58.1
Charter Schools,IC Imagine,Science Grade 5&8,NA,85.2,70.6,70.9
Charter Schools,IC Imagine,Biology,NA,40,59.7,46.8
Charter Schools,IC Imagine,English II,NA,56.8,72.2,67.6
Charter Schools,Concord Lake STEAM Academy,Reading Grade 3-8,NA,45.8,54.2,54.5
Charter Schools,Concord Lake STEAM Academy,Science Grade 5&8,NA,66.7,65.8,70.5
Charter Schools,Thomas Academy,Biology,NA,31.8,8,12.5
Charter Schools,Youngsville Academy,Science Grade 5&8,NA,71.4,51,67.4
Charter Schools,The Experiential School of Greensboro,Reading Grade 3-8,NA,64.2,50.3,51
Charter Schools,The Experiential School of Greensboro,Science Grade 5&8,NA,57.6,61.2,51.3
Charter Schools,Johnston Charter Academy,Reading Grade 3-8,NA,60.6,69.4,61.5
Charter Schools,Johnston Charter Academy,Science Grade 5&8,NA,69.9,81.9,77.6
Charter Schools,Ascend Leadership Academy Lee County,Reading Grade 3-8,NA,57.1,58.1,57.9
Charter Schools,Corvian Community School,Biology,NA,82.9,55.5,62.7
Charter Schools,Aristotle Preparatory Academy,Science Grade 5&8,NA,52.2,44.1,50
Charter Schools,Lakeside Charter Academy,Reading Grade 3-8,NA,60.4,41.7,44
Charter Schools,Lakeside Charter Academy,Science Grade 5&8,NA,92.3,44.2,30
Charter Schools,Stewart Creek High,English II,NA,14.3,31.3,23.1
Charter Schools,Movement Charter School,Reading Grade 3-8,NA,43,41.8,39.8
Charter Schools,East Voyager Academy of Charlotte,Reading Grade 3-8,NA,64.5,50.7,50.6
Charter Schools,Girls Leadership Academy of Wilmington,Science Grade 5&8,NA,72.9,79.4,66.2
Charter Schools,Bethany Community School,Biology,NA,48.6,16.9,40.5
Charter Schools,Bethany Community School,English II,NA,54.5,47.1,61.7
Charter Schools,Union Day School,Science Grade 5&8,NA,49.2,70.3,67.3
Charter Schools,Central Wake High School,Biology,NA,20.7,9.1,8.3
Charter Schools,Central Wake High School,English II,NA,2.5,16.7,54.5
Charter Schools,Rolesville Charter Academy,Reading Grade 3-8,NA,65.2,61,49.5
Charter Schools,Rolesville Charter Academy,Science Grade 5&8,NA,84.7,71.6,75.9
Charter Schools,Raleigh Oak Charter,Reading Grade 3-8,NA,67.2,48.8,54.2
Alamance-Burlington Schools,Altamahaw-Ossipee Elementary,Math Grade 3-8,NA,65.5,54.8,58
Alamance-Burlington Schools,B. Everett Jordan Elementary,Math Grade 3-8,NA,39.8,30.9,30
Alamance-Burlington Schools,Audrey W. Garrett Elementary,Math Grade 3-8,NA,53.1,57.6,64.2
Alamance-Burlington Schools,Southern Alamance Middle,Math Grade 3-8,NA,62.1,44.4,46.4
Alamance-Burlington Schools,Western Alamance Middle,Math Grade 3-8,NA,62.7,57.5,59.4
Burke County Schools,Mountain View Elementary,Math Grade 3-8,NA,40.3,44.4,58.4
Cherokee County Schools,The Oaks Academy,Math Grade 3-8,NA,15,2.5,6.3
Craven County Schools,Oaks Road Academy,Math Grade 3-8,NA,29.2,20,32.8
Craven County Schools,Roger Bell New Tech Academy,Math Grade 3-8,NA,43.8,42.1,50.5
Cumberland County Schools,Walker-Spivey Elementary,Math Grade 3-8,NA,40.5,17.5,36.2
Durham Public Schools,Little River K-8 School,Math Grade 3-8,NA,57.7,48.2,52.3
Granville County Schools,Phoenix Academy,Math Grade 3-8,NA,9.1,2.5,2.5
Granville County Schools,Granville Academy,Math Grade 3-8,NA,44.8,41.6,43
Lincoln County Schools,Battleground Elementary,Math Grade 3-8,NA,43.2,28.1,24.5
Macon County Schools,Union Academy,Math Grade 3-8,NA,2.5,7.7,5.3
Madison County Schools,Madison Middle School,Math Grade 3-8,NA,56.8,59.5,58.7
Martin County Schools,South Creek Elementary,Math Grade 3-8,NA,32.2,21.9,41
McDowell County Schools,Eastfield Global Magnet School,Math Grade 3-8,NA,46.3,57,61.9
McDowell County Schools,East McDowell Middle School,Math Grade 3-8,NA,47.6,46.6,45
McDowell County Schools,Glenwood Elementary School,Math Grade 3-8,NA,68,52.7,47
McDowell County Schools,Marion Elementary School,Math Grade 3-8,NA,65.5,68,72.3
McDowell County Schools,Nebo Elementary School,Math Grade 3-8,NA,52.7,55,48.5
McDowell County Schools,North Cove Elementary School,Math Grade 3-8,NA,61.1,45.6,53.9
McDowell County Schools,Old Fort Elementary School,Math Grade 3-8,NA,64.4,53.5,66
McDowell County Schools,Pleasant Gardens Elementary School,Math Grade 3-8,NA,52.7,51.1,47.3
McDowell County Schools,West Marion Elementary School,Math Grade 3-8,NA,48.9,43.2,54.3
McDowell County Schools,West McDowell Middle School,Math Grade 3-8,NA,59.3,45.2,44.2
McDowell County Schools,Foothills Community School,Math Grade 3-8,NA,52.7,67.6,69
Charlotte-Mecklenburg Schools,Charlotte East Language Academy,Math Grade 3-8,NA,47.8,38.5,43.7
Charlotte-Mecklenburg Schools,Dilworth Elementary School Latta Campus,Math Grade 3-8,NA,82.3,76.5,82.7
Charlotte-Mecklenburg Schools,Bruns Avenue Elementary,Math Grade 3-8,NA,24.5,15.1,21.3
Charlotte-Mecklenburg Schools,Wilson STEM Academy,Math Grade 3-8,NA,24.6,20.5,27.7
Charlotte-Mecklenburg Schools,Villa Heights Elementary,Math Grade 3-8,NA,51.2,54,57.6
Onslow County Schools,Heritage Elementary School,Math Grade 3-8,NA,46.6,49.7,53.7
Pender County Schools,Surf City Elementary,Math Grade 3-8,NA,76.2,74.4,72.3
Pender County Schools,Surf City Middle,Math Grade 3-8,NA,69.6,64.3,67.4
Rockingham County Schools,John W Dillard Academy,Math Grade 3-8,NA,61,35,41.3
Rowan-Salisbury Schools,West Rowan Elementary,Math Grade 3-8,NA,54.2,46.9,50.2
Vance County Schools,Vance County Middle School,Math Grade 3-8,NA,26.4,19.1,19.8
Vance County Schools,AdVance Academy,Math Grade 3-8,NA,2.5,2.5,2.5
Wake County Schools,Apex Friendship Middle,Math Grade 3-8,NA,83.9,81.2,88.5
Wake County Schools,Bryan Road Elementary,Math Grade 3-8,NA,77.5,76.3,73.9
Wake County Schools,Buckhorn Creek Elementary,Math Grade 3-8,NA,62.4,76.1,81.3
Wake County Schools,Moore Square Middle,Math Grade 3-8,NA,61.8,70.8,72.9
Washington County Schools,Washington County Middle,Math Grade 3-8,NA,28.7,23.4,31.9
Wayne County Public Schools,Grantham Elementary,Math Grade 3-8,NA,80,72.3,78.8
Wilkes County Schools,Boomer-Ferguson Elementary School,Math Grade 3-8,NA,60.7,41.5,30.5
Wilkes County Schools,C B Eller Elementary School,Math Grade 3-8,NA,78,82.5,61.2
Wilkes County Schools,C C Wright Elementary School,Math Grade 3-8,NA,51.6,46.9,41.6
Wilkes County Schools,Central Wilkes Middle School,Math Grade 3-8,NA,57.7,39.9,53.4
Wilkes County Schools,East Wilkes Middle School,Math Grade 3-8,NA,65.5,53.7,49.6
Wilkes County Schools,Millers Creek Elementary School,Math Grade 3-8,NA,61.8,74.6,73.9
Wilkes County Schools,Moravian Falls Elementary School,Math Grade 3-8,NA,83.5,88.5,87.8
Wilkes County Schools,Mount Pleasant Elementary School,Math Grade 3-8,NA,66.7,58.1,57.1
Wilkes County Schools,Mountain View Elementary School,Math Grade 3-8,NA,51.7,53.3,65.9
Wilkes County Schools,Mulberry Elementary School,Math Grade 3-8,NA,69.7,73.1,80.5
Wilkes County Schools,North Wilkes Middle School,Math Grade 3-8,NA,48.2,51,58.8
Wilkes County Schools,North Wilkesboro Elementary School,Math Grade 3-8,NA,61,53.5,51.6
Wilkes County Schools,Roaring River Elementary School,Math Grade 3-8,NA,57.1,56.9,46.1
Wilkes County Schools,Ronda-Clingman Elementary School,Math Grade 3-8,NA,65.6,77.9,70.8
Wilkes County Schools,Traphill Elementary School,Math Grade 3-8,NA,54.9,60,48.8
Wilkes County Schools,West Wilkes Middle School,Math Grade 3-8,NA,63.4,53.2,55.5
Wilkes County Schools,Wilkesboro Elementary School,Math Grade 3-8,NA,66,65.5,66.3
Wilson County Schools,Milton M Daniels Learning Center,Math Grade 3-8,NA,2.5,2.5,2.5
Wilson County Schools,Frederick Douglass Elementary,Math Grade 3-8,NA,65.8,51.3,59
Lab Schools,Appalachian Academy at Middle Fork,Math Grade 3-8,NA,22.4,9.6,21.1
Lab Schools,D.C. Virgo Preparatory Academy,Math Grade 3-8,NA,25.5,8.2,7.5
Lab Schools,ECU Community School,Math Grade 3-8,NA,6.8,53.2,53.4
Lab Schools,Moss Street Partnership School,Math Grade 3-8,NA,15.2,13.4,17.2
Charter Schools,North Carolina Cyber Academy,Math Grade 3-8,NA,33.4,26.8,30.1
Charter Schools,Marjorie Williams Academy,Math Grade 3-8,NA,51.5,55.6,55.3
Charter Schools,IC Imagine,Math Grade 3-8,NA,70.7,51.6,52.7
Charter Schools,Concord Lake STEAM Academy,Math Grade 3-8,NA,40.1,44,47.4
Charter Schools,The Experiential School of Greensboro,Math Grade 3-8,NA,36.5,26.9,29.8
Charter Schools,Johnston Charter Academy,Math Grade 3-8,NA,61.3,80.6,69.1
Charter Schools,Ascend Leadership Academy Lee County,Math Grade 3-8,NA,50.3,41.9,55.7
Charter Schools,Lakeside Charter Academy,Math Grade 3-8,NA,43.4,45.6,36.2
Charter Schools,Movement Charter School,Math Grade 3-8,NA,54.7,46.3,45.3
Charter Schools,East Voyager Academy of Charlotte,Math Grade 3-8,NA,45.2,47.8,53.2
Charter Schools,Rolesville Charter Academy,Math Grade 3-8,NA,64.8,55.2,45.9
Charter Schools,Raleigh Oak Charter,Math Grade 3-8,NA,45,32.8,39.4
Alamance-Burlington Schools,Alamance Virtual School,Biology,NA,NA,38.9,52.8
Alamance-Burlington Schools,Alamance Virtual School,English II,NA,NA,32.2,45.2
Alamance-Burlington Schools,Alamance Virtual School,Math Grade 3-8,NA,NA,26,24.7
Alamance-Burlington Schools,Alamance Virtual School,Reading Grade 3-8,NA,NA,43.2,34
Alamance-Burlington Schools,Alamance Virtual School,Science Grade 5&8,NA,NA,63.6,55.4
Charter Schools,Alamance Community School,Math Grade 3-8,NA,NA,38.2,39.1
Charter Schools,Alamance Community School,Reading Grade 3-8,NA,NA,48,49.5
Alexander County Schools,Alexander Virtual Academy,Math Grade 3-8,NA,NA,28.6,7.1
Alexander County Schools,Alexander Virtual Academy,Reading Grade 3-8,NA,NA,50,35.7
Ashe County Schools,Ashe County Early College High,Biology,NA,NA,97.5,86.7
Bladen County Schools,Bladen Early College,Biology,NA,NA,56.1,72.4
Charter Schools,Paul R. Brown Leadership Academy,Biology,NA,NA,11.8,15.4
Charter Schools,Paul R. Brown Leadership Academy,English II,NA,NA,54.5,20
Charter Schools,Paul R. Brown Leadership Academy,Math Grade 3-8,NA,NA,15.2,22.8
Charter Schools,Paul R. Brown Leadership Academy,Reading Grade 3-8,NA,NA,39.4,36.8
Charter Schools,Paul R. Brown Leadership Academy,Science Grade 5&8,NA,NA,64.3,47.8
Brunswick County Schools,Town Creek Middle,Math Grade 3-8,NA,NA,41,43.6
Brunswick County Schools,Town Creek Middle,Reading Grade 3-8,NA,NA,46,46.6
Brunswick County Schools,Town Creek Middle,Science Grade 5&8,NA,NA,72.7,61.2
Charter Schools,Classical Charter Schools of Leland,Math Grade 3-8,NA,NA,57.4,61.2
Charter Schools,Classical Charter Schools of Leland,Reading Grade 3-8,NA,NA,64.7,62.2
Charter Schools,Classical Charter Schools of Leland,Science Grade 5&8,NA,NA,75,83.2
Charter Schools,Classical Charter Schools of Southport,Math Grade 3-8,NA,NA,66.1,65.2
Charter Schools,Classical Charter Schools of Southport,Reading Grade 3-8,NA,NA,61.2,63
Charter Schools,Classical Charter Schools of Southport,Science Grade 5&8,NA,NA,76.4,77.5
Buncombe County Schools,Buncombe County Schools Virtual Academy,Biology,NA,NA,46.2,57.7
Buncombe County Schools,Buncombe County Schools Virtual Academy,English II,NA,NA,63.6,61.3
Buncombe County Schools,Buncombe County Schools Virtual Academy,Math Grade 3-8,NA,NA,45.9,44.6
Buncombe County Schools,Buncombe County Schools Virtual Academy,Reading Grade 3-8,NA,NA,63.1,58.1
Buncombe County Schools,Buncombe County Schools Virtual Academy,Science Grade 5&8,NA,NA,61.3,67.6
Asheville City Schools,Lucy S. Herring Elementary,Math Grade 3-8,NA,NA,53.7,54.3
Asheville City Schools,Lucy S. Herring Elementary,Reading Grade 3-8,NA,NA,56.5,54.7
Asheville City Schools,Lucy S. Herring Elementary,Science Grade 5&8,NA,NA,60,73.6
Asheville City Schools,Montford North Star Academy,Science Grade 5&8,NA,NA,87.3,76.4
Burke County Schools,Hallyburton Academy,Science Grade 5&8,NA,NA,23.5,15.8
Cabarrus County Schools,West Cabarrus High,Biology,NA,NA,47.8,37.7
Cabarrus County Schools,West Cabarrus High,English II,NA,NA,43.9,47.2
Cabarrus County Schools,Hickory Ridge Elementary,Math Grade 3-8,NA,NA,72.7,76.7
Cabarrus County Schools,Hickory Ridge Elementary,Reading Grade 3-8,NA,NA,68.8,73.1
Cabarrus County Schools,Hickory Ridge Elementary,Science Grade 5&8,NA,NA,89.6,86.2
Cabarrus County Schools,Cabarrus County Schools Virtual Academy,Biology,NA,NA,42.3,36.4
Cabarrus County Schools,Cabarrus County Schools Virtual Academy,English II,NA,NA,57.7,75
Cabarrus County Schools,Cabarrus County Schools Virtual Academy,Math Grade 3-8,NA,NA,43.6,47.6
Cabarrus County Schools,Cabarrus County Schools Virtual Academy,Reading Grade 3-8,NA,NA,62,61.8
Cabarrus County Schools,Cabarrus County Schools Virtual Academy,Science Grade 5&8,NA,NA,76.4,76.2
Kannapolis City Schools,North Kannapolis Elementary,Math Grade 3-8,NA,NA,46,46.6
Kannapolis City Schools,North Kannapolis Elementary,Reading Grade 3-8,NA,NA,32,36.6
Kannapolis City Schools,North Kannapolis Elementary,Science Grade 5&8,NA,NA,76.1,70.7
Caldwell County Schools,Caldwell Applied Sciences Academy,Biology,NA,NA,70.5,70.8
Caldwell County Schools,Caldwell Applied Sciences Academy,English II,NA,NA,80.3,81.3
Newton Conover City Schools,Conover Special Education,Math Grade 3-8,NA,NA,17.6,20
Newton Conover City Schools,Conover Special Education,Reading Grade 3-8,NA,NA,11.8,6.7
Chatham County Schools,Seaforth High,Biology,NA,NA,66.1,69.5
Chatham County Schools,Seaforth High,English II,NA,NA,75.4,78.4
Chatham County Schools,Chatham Grove Elementary,Math Grade 3-8,NA,NA,80.4,82.2
Chatham County Schools,Chatham Grove Elementary,Reading Grade 3-8,NA,NA,76.6,76.6
Chatham County Schools,Chatham Grove Elementary,Science Grade 5&8,NA,NA,78.2,84
Cherokee County Schools,Andrews Elementary,Science Grade 5&8,NA,NA,83.9,63.1
Clay County Schools,Hayesville Elementary,Science Grade 5&8,NA,NA,74,78.9
Cleveland County Schools,Cleveland Innovation,Biology,NA,NA,58.8,40
Cleveland County Schools,Cleveland Innovation,English II,NA,NA,75,66.7
Cleveland County Schools,Cleveland Innovation,Math Grade 3-8,NA,NA,29.9,46.5
Cleveland County Schools,Cleveland Innovation,Reading Grade 3-8,NA,NA,44.2,55.7
Cleveland County Schools,Cleveland Innovation,Science Grade 5&8,NA,NA,56.8,64.3
Columbus County Schools,East Columbus Junior-Senior High,Biology,NA,NA,32.6,37.5
Columbus County Schools,East Columbus Junior-Senior High,English II,NA,NA,43.3,49.4
Columbus County Schools,East Columbus Junior-Senior High,Math Grade 3-8,NA,NA,20.6,23.2
Columbus County Schools,East Columbus Junior-Senior High,Reading Grade 3-8,NA,NA,40.6,37.9
Columbus County Schools,East Columbus Junior-Senior High,Science Grade 5&8,NA,NA,65.5,62.7
Columbus County Schools,Columbus Career and College Academy,Biology,NA,NA,49.2,42.9
Columbus County Schools,Columbus Career and College Academy,English II,NA,NA,73.3,63.1
Charter Schools,Classical Charter Schools of Whiteville,Math Grade 3-8,NA,NA,40.2,36.3
Charter Schools,Classical Charter Schools of Whiteville,Reading Grade 3-8,NA,NA,43.5,40.5
Charter Schools,Classical Charter Schools of Whiteville,Science Grade 5&8,NA,NA,57.7,57.4
Craven County Schools,Craven Virtual Academy,Math Grade 3-8,NA,NA,46.1,45
